WeekStarting,Store,Brand,Advert,Price,Revenue
1990-11-01,1012,dominicks,1,2.24,31996.160000000003
1990-11-01,1011,minute_maid,1,2.06,35539.12
1990-11-01,1031,tropicana,1,2.03,26406.24
1990-11-01,1017,minute_maid,1,2.15,21796.7
1990-11-01,1014,tropicana,1,2.42,31585.84
1990-11-01,1024,tropicana,1,1.94,29856.6
1990-11-01,1018,tropicana,1,2.67,52398.75
1990-11-01,1004,dominicks,1,2.66,34204.94
1990-11-01,1020,tropicana,1,2.19,20621.04
1990-11-08,1025,minute_maid,1,2.4,31029.6
1990-11-08,1021,minute_maid,1,2.2,32868.0
1990-11-08,1026,minute_maid,1,1.97,26137.96
1990-11-08,1008,tropicana,1,2.36,39707.0
1990-11-08,1020,dominicks,1,2.5,23060.0
1990-11-08,1011,minute_maid,1,1.95,19429.8
1990-11-08,1015,dominicks,1,2.5,26830.0
1990-11-08,1013,tropicana,1,2.38,31051.86
1990-11-08,1007,minute_maid,1,2.01,25110.93
1990-11-08,1008,minute_maid,1,2.54,37518.34
1990-11-08,1016,dominicks,1,2.03,38019.87
1990-11-08,1017,minute_maid,1,2.41,34041.25
1990-11-08,1027,dominicks,1,2.5,29185.0
1990-11-08,1012,dominicks,1,1.98,34982.64
1990-11-08,1024,dominicks,1,2.14,42483.28
1990-11-08,1029,tropicana,1,2.62,28694.24
1990-11-08,1003,tropicana,1,2.39,40575.03
1990-11-08,1020,minute_maid,1,1.93,30428.38
1990-11-08,1006,dominicks,1,2.09,31830.7
1990-11-08,1004,dominicks,1,2.35,35339.3
1990-11-08,1019,dominicks,1,2.02,26480.18
1990-11-08,1014,dominicks,1,2.43,38044.08
1990-11-08,1028,dominicks,1,1.98,38079.36
1990-11-08,1009,minute_maid,1,2.17,32873.33
1990-11-08,1026,tropicana,1,2.49,28983.6
1990-11-08,1022,tropicana,1,2.55,32731.8
1990-11-08,1014,tropicana,1,2.27,24007.52
1990-11-08,1031,tropicana,1,2.43,41241.96
1990-11-08,1012,tropicana,1,2.55,23788.95
1990-11-08,1030,dominicks,1,2.31,27089.37
1990-11-08,1017,dominicks,1,1.96,31354.12
1990-11-08,1000,dominicks,1,2.47,36995.66
1990-11-08,1002,dominicks,1,2.09,26072.75
1990-11-08,1003,dominicks,1,2.58,46460.64
1990-11-08,1006,minute_maid,1,2.56,50823.68
1990-11-08,1029,dominicks,1,1.96,27020.56
1990-11-08,1011,tropicana,1,2.01,20801.49
1990-11-08,1021,dominicks,1,1.95,35649.9
1990-11-08,1023,minute_maid,1,2.12,32751.88
1990-11-08,1025,tropicana,1,2.48,25224.08
1990-11-08,1010,dominicks,1,2.26,21094.84
1990-11-08,1005,dominicks,1,1.95,33504.9
1990-11-08,1013,minute_maid,1,2.58,50939.52
1990-11-08,1018,dominicks,1,2.46,29933.28
1990-11-08,1022,minute_maid,1,2.38,34843.2
1990-11-08,1024,minute_maid,1,2.54,37609.78
1990-11-08,1002,minute_maid,1,2.69,24586.6
1990-11-08,1028,minute_maid,1,2.02,38206.28
1990-11-08,1030,minute_maid,1,2.24,31700.480000000003
1990-11-08,1032,tropicana,1,1.96,28835.52
1990-11-08,1019,minute_maid,1,2.04,29121.0
1990-11-08,1010,minute_maid,1,2.63,43905.22
1990-11-08,1025,dominicks,1,2.47,35246.9
1990-11-08,1001,dominicks,1,2.03,39042.99
1990-11-08,1017,tropicana,1,1.9,28842.0
1990-11-08,1032,dominicks,1,2.22,26908.62000000001
1990-11-08,1004,tropicana,1,2.4,36482.4
1990-11-08,1032,minute_maid,1,1.91,20713.95
1990-11-08,1016,minute_maid,1,2.42,27474.26
1990-11-08,1031,dominicks,1,2.0,27816.0
1990-11-08,1007,dominicks,1,2.04,20538.72
1990-11-08,1008,dominicks,1,2.17,26554.29
1990-11-08,1023,dominicks,1,2.06,33557.4
1990-11-08,1022,dominicks,1,2.04,34761.6
1990-11-08,1020,tropicana,1,2.42,26939.44
1990-11-08,1001,minute_maid,1,2.26,20805.56
1990-11-08,1030,tropicana,1,2.24,25229.12000000001
1990-11-08,1018,tropicana,1,1.94,34489.32
1990-11-08,1005,minute_maid,1,2.45,45151.05
1990-11-08,1031,minute_maid,1,2.08,31909.28
1990-11-08,1003,minute_maid,1,2.16,21889.44
1990-11-08,1010,tropicana,1,1.97,21492.7
1990-11-08,1002,tropicana,1,2.2,37884.0
1990-11-08,1012,minute_maid,1,2.62,44057.92
1990-11-08,1018,minute_maid,1,2.05,39011.5
1990-11-08,1000,tropicana,1,2.44,36365.76
1990-11-08,1015,tropicana,1,2.32,44096.24
1990-11-08,1001,tropicana,1,2.55,30857.55
1990-11-08,1016,tropicana,1,2.53,27364.48
1990-11-08,1009,dominicks,1,2.37,37962.66
1990-11-08,1024,tropicana,1,2.06,22287.14
1990-11-08,1019,tropicana,1,2.1,22173.9
1990-11-08,1015,minute_maid,1,2.47,36205.26
1990-11-08,1021,tropicana,1,2.55,29174.55
1990-11-08,1026,dominicks,1,2.01,18556.32
1990-11-08,1027,tropicana,1,2.04,25110.36
1990-11-08,1029,minute_maid,1,2.52,44984.52
1990-11-08,1023,tropicana,1,2.54,32217.36
1990-11-08,1005,tropicana,1,2.17,37538.83
1990-11-08,1009,tropicana,1,2.36,35433.04
1990-11-08,1007,tropicana,1,2.4,40250.4
1990-11-08,1006,tropicana,1,2.04,29628.96
1990-11-08,1004,minute_maid,1,2.06,18867.54
1990-11-08,1014,minute_maid,1,2.17,25692.8
1990-11-08,1027,minute_maid,1,1.96,20313.44
1990-11-08,1000,minute_maid,1,2.06,33674.82
1990-11-08,1011,dominicks,1,2.1,40874.4
1990-11-08,1028,tropicana,1,2.39,42773.83
1990-11-08,1013,dominicks,1,2.55,39683.1
1990-11-15,1030,dominicks,1,2.11,30974.8
1990-11-15,1025,tropicana,1,2.5,37200.0
1990-11-15,1025,dominicks,1,2.15,23179.15
1990-11-15,1000,tropicana,1,2.62,24355.52
1990-11-15,1010,dominicks,1,2.19,30548.31
1990-11-15,1017,tropicana,1,2.52,37553.04
1990-11-15,1013,minute_maid,1,1.97,26246.31
1990-11-15,1010,minute_maid,1,2.5,38382.5
1990-11-15,1032,dominicks,1,2.25,35889.75
1990-11-15,1032,minute_maid,1,1.99,20542.77
1990-11-15,1005,tropicana,1,2.23,34344.23
1990-11-15,1013,dominicks,1,2.28,25636.32
1990-11-15,1003,minute_maid,1,2.52,46254.6
1990-11-15,1011,dominicks,1,2.2,33792.0
1990-11-15,1012,minute_maid,1,2.0,33096.0
1990-11-15,1009,tropicana,1,2.29,41558.92
1990-11-15,1004,tropicana,1,2.65,41835.55
1990-11-15,1028,dominicks,1,2.01,23571.27
1990-11-15,1012,tropicana,1,2.1,37096.5
1990-11-15,1008,dominicks,1,2.27,35632.19
1990-11-15,1011,tropicana,1,2.25,28397.25
1990-11-15,1025,minute_maid,1,2.66,28086.94
1990-11-15,1000,minute_maid,1,1.95,28483.65
1990-11-15,1029,dominicks,1,2.69,42859.77
1990-11-15,1027,minute_maid,1,2.51,32627.49
1990-11-15,1003,dominicks,1,2.25,22779.0
1990-11-15,1006,minute_maid,1,2.51,39497.359999999986
1990-11-15,1028,tropicana,1,2.13,22835.73
1990-11-15,1026,dominicks,1,2.66,29275.960000000014
1990-11-15,1017,dominicks,1,2.44,22843.28
1990-11-15,1021,dominicks,1,2.48,43407.44
1990-11-15,1000,dominicks,1,1.95,35550.45
1990-11-15,1019,tropicana,1,2.17,38326.54
1990-11-15,1031,tropicana,1,2.64,34523.28
1990-11-15,1030,tropicana,1,2.2,29880.4
1990-11-15,1019,minute_maid,1,2.26,24028.32
1990-11-15,1014,tropicana,1,2.62,25841.06
1990-11-15,1018,tropicana,1,2.33,38025.6
1990-11-15,1002,dominicks,1,1.96,29637.16
1990-11-15,1022,tropicana,1,2.31,44114.07
1990-11-15,1026,tropicana,1,2.63,31886.12
1990-11-15,1002,tropicana,1,1.93,30644.54
1990-11-15,1009,minute_maid,1,2.08,29952.0
1990-11-15,1032,tropicana,1,2.37,34822.41
1990-11-15,1015,tropicana,1,2.68,26582.92
1990-11-15,1014,dominicks,1,2.36,40533.0
1990-11-15,1016,tropicana,1,2.45,31004.750000000004
1990-11-15,1015,minute_maid,1,2.3,30463.5
1990-11-15,1023,minute_maid,1,2.57,46013.28
1990-11-15,1031,dominicks,1,2.1,41149.5
1990-11-15,1027,tropicana,1,2.05,28378.15
1990-11-15,1024,tropicana,1,2.65,40709.3
1990-11-15,1023,dominicks,1,2.42,27162.08
1990-11-15,1026,minute_maid,1,2.69,38641.85
1990-11-15,1005,minute_maid,1,2.45,26697.65
1990-11-15,1008,tropicana,1,1.97,30436.5
1990-11-15,1009,dominicks,1,2.52,47423.88
1990-11-15,1027,dominicks,1,2.12,32777.32
1990-11-15,1023,tropicana,1,1.96,17722.32
1990-11-15,1020,minute_maid,1,2.04,28615.08
1990-11-15,1006,tropicana,1,2.46,27930.84
1990-11-15,1001,dominicks,1,2.66,41312.46
1990-11-15,1011,minute_maid,1,2.54,42448.48
1990-11-15,1004,dominicks,1,1.92,17736.96
1990-11-15,1017,minute_maid,1,2.39,38130.06000000001
1990-11-15,1010,tropicana,1,1.93,38075.04
1990-11-15,1015,dominicks,1,2.34,31465.98
1990-11-15,1013,tropicana,1,2.55,36370.65
1990-11-15,1007,minute_maid,1,2.42,22760.1
1990-11-15,1007,dominicks,1,2.29,45770.23
1990-11-15,1001,minute_maid,1,2.39,31113.02
1990-11-15,1020,dominicks,1,2.24,22592.64000000001
1990-11-15,1016,dominicks,1,2.64,25462.80000000001
1990-11-15,1024,dominicks,1,2.52,47239.92
1990-11-15,1008,minute_maid,1,1.95,32906.25
1990-11-15,1014,minute_maid,1,1.91,34345.619999999995
1990-11-15,1007,tropicana,1,2.67,31805.04
1990-11-15,1021,minute_maid,1,2.65,45489.9
1990-11-15,1021,tropicana,1,1.96,28145.6
1990-11-15,1030,minute_maid,1,2.65,45246.1
1990-11-15,1031,minute_maid,1,2.59,33341.07
1990-11-15,1018,minute_maid,1,2.25,41433.75
1990-11-15,1028,minute_maid,1,2.15,20620.65
1990-11-15,1002,minute_maid,1,1.99,30854.95
1990-11-15,1001,tropicana,1,2.0,25894.0
1990-11-15,1029,minute_maid,1,2.19,36198.51
1990-11-15,1022,minute_maid,1,2.49,26217.21000000001
1990-11-15,1004,minute_maid,1,2.42,27786.44
1990-11-15,1024,minute_maid,1,2.46,36988.56
1990-11-15,1006,dominicks,1,2.01,21058.77
1990-11-15,1018,dominicks,1,2.48,41232.48
1990-11-15,1029,tropicana,1,2.47,33038.72
1990-11-15,1020,tropicana,1,2.58,48583.98
1990-11-15,1012,dominicks,1,2.22,25305.78
1990-11-15,1022,dominicks,1,1.96,24792.04
1990-11-15,1005,dominicks,1,1.93,24273.61
1990-11-15,1019,dominicks,1,2.23,32885.81
1990-11-15,1003,tropicana,1,2.56,35036.16
1990-11-15,1016,minute_maid,1,2.19,29523.39
1990-11-22,1000,minute_maid,1,2.08,22056.32
1990-11-22,1012,dominicks,1,2.38,28798.0
1990-11-22,1008,dominicks,1,2.1,36262.8
1990-11-22,1020,tropicana,1,2.13,41920.53
1990-11-22,1006,minute_maid,1,2.21,23876.84
1990-11-22,1016,dominicks,1,2.21,22451.39
1990-11-22,1018,minute_maid,1,2.59,29160.81
1990-11-22,1021,dominicks,1,2.48,31729.12
1990-11-22,1006,tropicana,1,1.92,33135.36
1990-11-22,1026,dominicks,1,1.91,35659.7
1990-11-22,1028,tropicana,1,1.96,22930.04
1990-11-22,1030,minute_maid,1,2.56,24061.44
1990-11-22,1031,dominicks,1,2.37,22562.4
1990-11-22,1004,dominicks,1,2.0,29716.0
1990-11-22,1008,minute_maid,1,1.91,29689.04
1990-11-22,1012,minute_maid,1,2.33,21333.48
1990-11-22,1009,tropicana,1,2.24,35555.520000000004
1990-11-22,1028,minute_maid,1,2.53,24578.95
1990-11-22,1030,dominicks,1,2.13,22000.77
1990-11-22,1018,dominicks,1,2.06,29993.6
1990-11-22,1024,minute_maid,1,2.39,43545.8
1990-11-22,1017,tropicana,1,1.95,20734.35
1990-11-22,1004,minute_maid,1,2.14,34169.380000000005
1990-11-22,1007,dominicks,1,2.62,48270.88000000001
1990-11-22,1026,minute_maid,1,2.4,29342.4
1990-11-22,1010,dominicks,1,2.6,45871.8
1990-11-22,1023,dominicks,1,2.43,45504.18
1990-11-22,1015,minute_maid,1,2.13,38090.79
1990-11-22,1002,tropicana,1,2.47,47974.81000000001
1990-11-22,1023,minute_maid,1,2.34,22026.42
1990-11-22,1009,minute_maid,1,2.52,35509.32
1990-11-22,1020,minute_maid,1,2.45,27209.7
1990-11-22,1024,tropicana,1,2.47,45403.54
1990-11-22,1001,dominicks,1,2.25,30712.5
1990-11-22,1004,tropicana,1,2.56,38097.92
1990-11-22,1022,tropicana,1,2.35,41606.75
1990-11-22,1013,tropicana,1,2.38,38313.24
1990-11-22,1014,tropicana,1,2.04,25634.64
1990-11-22,1019,dominicks,1,2.63,40052.27
1990-11-22,1031,minute_maid,1,2.21,31499.13
1990-11-22,1014,dominicks,1,2.17,33374.6
1990-11-22,1011,tropicana,1,2.34,30731.22
1990-11-22,1010,tropicana,1,1.9,31756.6
1990-11-22,1025,dominicks,1,2.44,46838.24
1990-11-22,1002,minute_maid,1,1.9,29803.4
1990-11-22,1009,dominicks,1,2.36,30047.52
1990-11-22,1005,minute_maid,1,2.21,28396.29
1990-11-22,1032,tropicana,1,2.24,33859.840000000004
1990-11-22,1022,minute_maid,1,2.58,41700.54
1990-11-22,1007,tropicana,1,2.16,37501.92000000001
1990-11-22,1022,dominicks,1,2.46,37264.08
1990-11-22,1013,minute_maid,1,2.46,40944.24
1990-11-22,1021,tropicana,1,2.65,38955.0
1990-11-22,1001,tropicana,1,1.94,30182.52
1990-11-22,1032,dominicks,1,2.03,19971.14
1990-11-22,1032,minute_maid,1,2.2,29031.2
1990-11-22,1010,minute_maid,1,2.2,37587.0
1990-11-22,1001,minute_maid,1,2.23,24639.27
1990-11-22,1016,minute_maid,1,2.57,30374.83
1990-11-22,1005,dominicks,1,2.08,22272.64
1990-11-22,1007,minute_maid,1,2.14,35006.12
1990-11-22,1017,minute_maid,1,2.1,23757.3
1990-11-22,1020,dominicks,1,2.65,33405.9
1990-11-22,1027,dominicks,1,2.27,30286.34
1990-11-22,1003,tropicana,1,2.67,25909.68
1990-11-22,1015,dominicks,1,1.99,25820.25
1990-11-22,1029,tropicana,1,2.63,28685.41
1990-11-22,1014,minute_maid,1,2.48,42799.84
1990-11-22,1011,minute_maid,1,2.46,23748.84
1990-11-22,1027,tropicana,1,2.48,32914.56
1990-11-22,1008,tropicana,1,2.12,32639.52
1990-11-22,1029,minute_maid,1,1.92,26401.92
1990-11-22,1021,minute_maid,1,2.62,31382.36
1990-11-22,1006,dominicks,1,2.32,23111.84
1990-11-22,1023,tropicana,1,2.12,37572.76
1990-11-22,1011,dominicks,1,2.32,24953.92
1990-11-22,1012,tropicana,1,2.49,24399.51
1990-11-22,1024,dominicks,1,2.22,39378.36
1990-11-22,1025,tropicana,1,1.99,34606.1
1990-11-22,1019,tropicana,1,2.4,42520.8
1990-11-22,1000,dominicks,1,2.05,22990.75
1990-11-22,1031,tropicana,1,1.9,31762.3
1990-11-22,1017,dominicks,1,2.23,27183.7
1990-11-22,1015,tropicana,1,2.52,31021.2
1990-11-22,1016,tropicana,1,2.26,36356.62
1990-11-22,1018,tropicana,1,2.36,26259.72
1990-11-22,1002,dominicks,1,2.61,41966.19
1990-11-22,1026,tropicana,1,2.12,20271.44
1990-11-22,1000,tropicana,1,2.24,22469.44
1990-11-22,1028,dominicks,1,2.42,39910.64
1990-11-22,1030,tropicana,1,2.47,31979.090000000004
1990-11-22,1019,minute_maid,1,2.3,29626.3
1990-11-22,1003,dominicks,1,2.27,43316.14
1990-11-22,1003,minute_maid,1,2.02,22533.1
1990-11-22,1005,tropicana,1,2.59,27068.09
1990-11-22,1013,dominicks,1,2.64,25291.2
1990-11-22,1025,minute_maid,1,2.51,49966.56999999999
1990-11-22,1027,minute_maid,1,2.51,24690.87
1990-11-22,1029,dominicks,1,2.16,26535.6
1990-11-29,1017,minute_maid,1,1.97,33710.64
1990-11-29,1018,minute_maid,1,2.56,48222.72
1990-11-29,1016,dominicks,1,2.14,27678.76
1990-11-29,1019,tropicana,1,2.26,36993.94
1990-11-29,1031,dominicks,1,2.6,43256.2
1990-11-29,1025,minute_maid,1,2.0,36404.0
1990-11-29,1030,minute_maid,1,1.98,39312.9
1990-11-29,1027,tropicana,1,2.12,19730.84
1990-11-29,1026,dominicks,1,2.02,37850.76
1990-11-29,1027,dominicks,1,2.4,22471.2
1990-11-29,1012,dominicks,1,2.67,37134.36
1990-11-29,1030,tropicana,1,2.61,26593.29
1990-11-29,1029,minute_maid,1,2.3,45747.0
1990-11-29,1003,tropicana,1,2.1,39855.9
1990-11-29,1000,minute_maid,1,2.49,22499.64000000001
1990-11-29,1027,minute_maid,1,2.61,48209.31
1990-11-29,1014,minute_maid,1,2.69,43454.26
1990-11-29,1020,tropicana,1,2.41,39054.05
1990-11-29,1006,tropicana,1,2.18,22471.44
1990-11-29,1005,tropicana,1,2.57,33430.56
1990-11-29,1012,minute_maid,1,2.07,35063.73
1990-11-29,1031,minute_maid,1,1.92,23208.96
1990-11-29,1011,dominicks,1,2.32,24728.88
1990-11-29,1001,tropicana,1,2.45,24348.1
1990-11-29,1013,dominicks,1,2.28,44624.16
1990-11-29,1021,tropicana,1,2.01,39599.01
1990-11-29,1003,minute_maid,1,2.56,28277.76
1990-11-29,1016,tropicana,1,1.94,36068.48
1990-11-29,1022,dominicks,1,2.16,20234.88
1990-11-29,1029,tropicana,1,2.11,32447.58
1990-11-29,1023,tropicana,1,2.12,29113.960000000014
1990-11-29,1015,minute_maid,1,1.95,20769.45
1990-11-29,1004,minute_maid,1,2.68,48588.4
1990-11-29,1005,minute_maid,1,2.0,25980.0
1990-11-29,1000,tropicana,1,2.12,41833.96
1990-11-29,1002,tropicana,1,2.58,34641.66
1990-11-29,1010,tropicana,1,2.33,40742.38000000001
1990-11-29,1015,tropicana,1,2.69,53721.99
1990-11-29,1001,minute_maid,1,2.32,45968.48
1990-11-29,1019,dominicks,1,2.09,20195.67
1990-11-29,1009,dominicks,1,2.32,36558.56
1990-11-29,1009,tropicana,1,2.0,21916.0
1990-11-29,1024,tropicana,1,2.53,45378.08
1990-11-29,1007,tropicana,1,2.66,33792.64
1990-11-29,1023,dominicks,1,2.08,22809.28
1990-11-29,1013,tropicana,1,2.29,39051.37
1990-11-29,1028,tropicana,1,1.9,27755.2
1990-11-29,1016,minute_maid,1,2.36,27246.2
1990-11-29,1023,minute_maid,1,2.23,40552.55
1990-11-29,1031,tropicana,1,2.03,40297.53
1990-11-29,1025,dominicks,1,2.56,47943.68
1990-11-29,1022,minute_maid,1,1.91,19921.3
1990-11-29,1028,minute_maid,1,2.2,34326.60000000001
1990-11-29,1002,minute_maid,1,2.17,32764.83
1990-11-29,1019,minute_maid,1,2.52,46335.24
1990-11-29,1004,dominicks,1,2.47,23499.58
1990-11-29,1000,dominicks,1,2.42,29565.14
1990-11-29,1004,tropicana,1,2.61,48475.53
1990-11-29,1032,tropicana,1,2.63,39234.34
1990-11-29,1010,minute_maid,1,2.36,39022.6
1990-11-29,1032,minute_maid,1,2.31,37606.8
1990-11-29,1020,minute_maid,1,2.31,37870.14
1990-11-29,1002,dominicks,1,2.61,50618.34
1990-11-29,1030,dominicks,1,2.31,41344.38
1990-11-29,1013,minute_maid,1,1.93,19377.2
1990-11-29,1028,dominicks,1,2.22,24872.88
1990-11-29,1018,tropicana,1,2.36,44936.76
1990-11-29,1022,tropicana,1,1.96,35628.88
1990-11-29,1032,dominicks,1,2.54,31275.02
1990-11-29,1017,tropicana,1,2.2,40301.8
1990-11-29,1017,dominicks,1,2.25,38540.25
1990-11-29,1026,tropicana,1,1.94,33668.7
1990-11-29,1018,dominicks,1,1.95,20703.15
1990-11-29,1029,dominicks,1,1.96,18251.52
1990-11-29,1007,minute_maid,1,2.39,41468.89
1990-11-29,1024,dominicks,1,2.09,20066.09
1990-11-29,1020,dominicks,1,2.62,43853.56000000001
1990-11-29,1011,tropicana,1,1.95,30113.85
1990-11-29,1008,dominicks,1,2.66,25873.82
1990-11-29,1015,dominicks,1,2.48,41453.2
1990-11-29,1003,dominicks,1,2.62,35967.36
1990-11-29,1008,minute_maid,1,2.69,46305.66
1990-11-29,1006,minute_maid,1,2.35,41919.3
1990-11-29,1009,minute_maid,1,2.16,33216.48
1990-11-29,1001,dominicks,1,2.03,34885.55
1990-11-29,1014,dominicks,1,2.1,24683.4
1990-11-29,1011,minute_maid,1,2.42,23556.28
1990-11-29,1008,tropicana,1,2.61,47499.39
1990-11-29,1014,tropicana,1,2.42,36861.44
1990-11-29,1021,minute_maid,1,2.39,29602.54
1990-11-29,1025,tropicana,1,2.27,34476.76
1990-11-29,1026,minute_maid,1,2.69,41326.47
1990-11-29,1006,dominicks,1,2.69,35841.56
1990-11-29,1007,dominicks,1,2.62,43588.94
1990-11-29,1021,dominicks,1,1.9,34870.7
1990-11-29,1005,dominicks,1,2.28,35155.32
1990-11-29,1010,dominicks,1,2.53,24510.64
1990-11-29,1024,minute_maid,1,1.92,18474.24
1990-11-29,1012,tropicana,1,2.56,44444.16
1990-12-06,1025,minute_maid,1,1.98,28098.18
1990-12-06,1030,tropicana,1,2.37,46627.38000000001
1990-12-06,1026,dominicks,1,1.99,32178.3
1990-12-06,1014,tropicana,1,2.18,22488.88
1990-12-06,1008,dominicks,1,2.0,25738.0
1990-12-06,1000,dominicks,1,1.91,34303.6
1990-12-06,1016,tropicana,1,2.29,34366.03
1990-12-06,1007,minute_maid,1,2.66,32632.88
1990-12-06,1023,minute_maid,1,2.08,39497.12
1990-12-06,1024,dominicks,1,2.29,41247.48
1990-12-06,1030,minute_maid,1,2.34,34617.96
1990-12-06,1008,minute_maid,1,2.42,41793.4
1990-12-06,1024,minute_maid,1,2.59,27368.53
1990-12-06,1008,tropicana,1,2.47,37899.68
1990-12-06,1014,minute_maid,1,2.02,26567.04
1990-12-06,1031,dominicks,1,1.94,25966.9
1990-12-06,1007,dominicks,1,2.22,35717.58
1990-12-06,1023,tropicana,1,2.63,42411.38
1990-12-06,1024,tropicana,1,2.66,40509.14
1990-12-06,1009,minute_maid,1,2.55,41531.85
1990-12-06,1009,dominicks,1,2.19,31960.86
1990-12-06,1025,dominicks,1,2.09,41231.52
1990-12-06,1002,minute_maid,1,2.04,35742.840000000004
1990-12-06,1032,tropicana,1,2.19,25651.47
1990-12-06,1007,tropicana,1,2.23,20937.47
1990-12-06,1018,minute_maid,1,1.94,24731.12
1990-12-06,1001,tropicana,1,2.03,38032.05
1990-12-06,1018,tropicana,1,2.39,40238.04
1990-12-06,1031,minute_maid,1,2.1,40569.9
1990-12-06,1025,tropicana,1,2.12,38829.92000000001
1990-12-06,1014,dominicks,1,2.44,42448.68
1990-12-06,1016,minute_maid,1,2.28,32631.36
1990-12-06,1002,dominicks,1,2.42,22852.06
1990-12-06,1019,minute_maid,1,2.3,27491.9
1990-12-06,1032,dominicks,1,2.59,29867.88
1990-12-06,1000,tropicana,1,2.52,45019.8
1990-12-06,1004,dominicks,1,2.27,45243.37
1990-12-06,1017,tropicana,1,2.43,38622.42000000001
1990-12-06,1004,tropicana,1,2.56,37926.4
1990-12-06,1019,tropicana,1,2.42,45779.14
1990-12-06,1010,dominicks,1,1.93,33670.78
1990-12-06,1030,dominicks,1,2.42,37541.46
1990-12-06,1027,minute_maid,1,2.16,42502.32
1990-12-06,1003,minute_maid,1,2.55,50553.75
1990-12-06,1000,minute_maid,1,2.5,47682.5
1990-12-06,1032,minute_maid,1,2.63,49964.74
1990-12-06,1020,tropicana,1,2.36,37247.88
1990-12-06,1015,tropicana,1,2.31,34370.49
1990-12-06,1013,dominicks,1,2.15,24024.1
1990-12-06,1011,dominicks,1,2.19,29177.37
1990-12-06,1026,minute_maid,1,2.06,26666.7
1990-12-06,1013,tropicana,1,2.56,40888.32
1990-12-06,1016,dominicks,1,2.46,45819.96
1990-12-06,1018,dominicks,1,2.26,40605.42
1990-12-06,1011,tropicana,1,2.12,22045.88
1990-12-06,1005,tropicana,1,2.4,24112.8
1990-12-06,1022,dominicks,1,2.36,22620.6
1990-12-06,1020,minute_maid,1,2.67,35919.51
1990-12-06,1013,minute_maid,1,2.25,35685.0
1990-12-06,1010,minute_maid,1,2.62,36525.42
1990-12-06,1012,dominicks,1,2.12,25105.04
1990-12-06,1022,minute_maid,1,2.15,41426.2
1990-12-06,1006,dominicks,1,1.99,18912.96
1990-12-06,1015,dominicks,1,2.28,34854.36
1990-12-06,1029,tropicana,1,2.04,28796.64
1990-12-06,1028,minute_maid,1,1.92,37080.96
1990-12-06,1026,tropicana,1,2.53,27637.72
1990-12-06,1027,dominicks,1,2.26,44558.16
1990-12-06,1003,dominicks,1,2.49,40726.44
1990-12-06,1017,dominicks,1,2.56,38581.76
1990-12-06,1006,minute_maid,1,1.99,36371.23
1990-12-06,1001,dominicks,1,2.16,37739.52
1990-12-06,1022,tropicana,1,2.31,33818.4
1990-12-06,1001,minute_maid,1,2.45,44879.10000000001
1990-12-06,1010,tropicana,1,2.35,36603.6
1990-12-06,1028,tropicana,1,2.21,37841.83
1990-12-06,1021,tropicana,1,2.27,41071.11
1990-12-06,1021,dominicks,1,2.16,24237.36
1990-12-06,1006,tropicana,1,2.51,42243.3
1990-12-06,1012,tropicana,1,2.31,32242.98
1990-12-06,1015,minute_maid,1,2.5,49467.5
1990-12-06,1005,dominicks,1,2.04,23804.76
1990-12-06,1004,minute_maid,1,2.48,25345.6
1990-12-06,1011,minute_maid,1,2.6,24728.6
1990-12-06,1012,minute_maid,1,2.53,46169.97
1990-12-06,1023,dominicks,1,2.2,40350.2
1990-12-06,1027,tropicana,1,2.02,20135.36
1990-12-06,1019,dominicks,1,2.09,36297.03
1990-12-06,1003,tropicana,1,2.49,35913.270000000004
1990-12-06,1031,tropicana,1,2.61,27663.39
1990-12-06,1002,tropicana,1,2.22,27032.94
1990-12-06,1028,dominicks,1,1.99,36409.04
1990-12-06,1021,minute_maid,1,2.48,45381.52
1990-12-06,1017,minute_maid,1,2.01,26025.48
1990-12-06,1029,dominicks,1,1.92,24368.64
1990-12-06,1009,tropicana,1,2.18,21204.86
1990-12-06,1005,minute_maid,1,2.62,36032.86
1990-12-06,1020,dominicks,1,2.26,35468.439999999995
1990-12-06,1029,minute_maid,1,2.67,47622.12
1990-12-13,1016,minute_maid,1,2.2,35351.8
1990-12-13,1005,minute_maid,1,1.9,34923.9
1990-12-13,1027,dominicks,1,2.56,37199.36
1990-12-13,1029,tropicana,1,2.68,39798.0
1990-12-13,1032,dominicks,1,2.11,37241.5
1990-12-13,1024,minute_maid,1,2.39,32707.15
1990-12-13,1021,minute_maid,1,2.42,36217.72
1990-12-13,1023,tropicana,1,2.54,25943.56
1990-12-13,1005,dominicks,1,2.26,23438.46
1990-12-13,1007,minute_maid,1,2.48,48484.0
1990-12-13,1006,dominicks,1,2.46,38730.24
1990-12-13,1025,dominicks,1,2.34,28606.5
1990-12-13,1020,minute_maid,1,2.19,26674.2
1990-12-13,1002,dominicks,1,1.9,23751.9
1990-12-13,1018,tropicana,1,2.06,30275.82
1990-12-13,1013,minute_maid,1,1.92,20371.2
1990-12-13,1028,dominicks,1,2.22,21149.94
1990-12-13,1010,minute_maid,1,2.41,44500.65
1990-12-13,1017,minute_maid,1,1.9,27836.9
1990-12-13,1032,tropicana,1,2.68,37431.56000000001
1990-12-13,1016,tropicana,1,2.04,34837.08
1990-12-13,1002,minute_maid,1,2.24,20628.160000000003
